Ticker,close,date,high,low,month,open,volume,prev_close,daily_return,cumulative_return,Month
ADANIENT,2149.85,2023-11-20,2218.5,2142.0,2023-11,2211.0,1577213,2208.8,-0.026688699746468793,-0.09944496805948244,2023-11
ADANIENT,2196.65,2023-11-21,2232.55,2158.35,2023-11,2160.0,1839502,2149.85,0.02176896062515998,-0.07984082102837975,2023-11
ADANIENT,2172.65,2023-11-22,2225.0,2153.5,2023-11,2205.15,1247205,2196.65,-0.010925727812805862,-0.08989422976227857,2023-11
ADANIENT,2175.25,2023-11-23,2190.0,2160.6,2023-11,2190.0,729114,2172.65,0.0011966952799576135,-0.08880511048277295,2023-11
ADANIENT,2225.45,2023-11-24,2251.95,2160.9,2023-11,2179.0,1946259,2175.25,0.023077807148603524,-0.06777673054770128,2023-11
ADANIENT,2423.5,2023-11-28,2512.4,2275.0,2023-11,2301.0,11972275,2225.45,0.08899323732278874,0.015184836108493194,2023-11
ADANIENT,2396.6,2023-11-29,2477.65,2390.0,2023-11,2468.7,4561574,2423.5,-0.011099649267588236,0.003916640485915002,2023-11
ADANIENT,2358.55,2023-11-30,2409.0,2343.05,2023-11,2400.05,2983879,2396.6,-0.01587665859968277,-0.012022201277620326,2023-11
ADANIENT,2362.7,2023-12-01,2403.35,2354.1,2023-12,2370.0,1792983,2358.55,0.0017595556591972338,-0.010283799350717215,2023-12
ADANIENT,2531.2,2023-12-04,2595.0,2487.45,2023-12,2549.95,5681516,2362.7,0.07131671392897956,0.060299507801864216,2023-12
ADANIENT,2959.35,2023-12-05,2999.9,2531.2,2023-12,2531.2,22879079,2531.2,0.1691490202275601,0.23964813069431368,2023-12
ADANIENT,2883.95,2023-12-06,3154.55,2844.85,2023-12,3080.0,19355777,2959.35,-0.025478567928768174,0.20806367158864814,2023-12
ADANIENT,2887.15,2023-12-07,2945.9,2853.05,2023-12,2900.0,6325887,2883.95,0.0011095892785936902,0.20940412608650139,2023-12
ADANIENT,2822.15,2023-12-08,2927.0,2760.0,2023-12,2902.7,6959428,2887.15,-0.022513551426146892,0.18217614409885874,2023-12
ADANIENT,2855.8,2023-12-11,2919.9,2811.05,2023-12,2837.05,5064123,2822.15,0.011923533476250409,0.1962718609278462,2023-12
ADANIENT,2857.65,2023-12-12,2895.95,2840.55,2023-12,2869.1,2017772,2855.8,0.0006478044680999751,0.19704681118441747,2023-12
ADANIENT,2875.05,2023-12-13,2899.1,2805.0,2023-12,2860.0,2805832,2857.65,0.006088919216839042,0.20433553251649417,2023-12
ADANIENT,2894.05,2023-12-14,2932.95,2887.0,2023-12,2900.95,3224681,2875.05,0.006608580720335298,0.21229448109749738,2023-12
ADANIENT,2991.8,2023-12-15,3000.0,2893.9,2023-12,2912.05,4921484,2894.05,0.033776195988320865,0.2532411770866063,2023-12
ADANIENT,2980.6,2023-12-18,3027.75,2961.1,2023-12,2993.95,2315922,2991.8,-0.0037435657463735115,0.24854958634412005,2023-12
ADANIENT,2941.25,2023-12-19,2994.35,2915.0,2023-12,2988.8,1741493,2980.6,-0.013202039857746732,0.23206618494083187,2023-12
ADANIENT,2783.85,2023-12-20,2968.0,2766.2,2023-12,2946.0,3417739,2941.25,-0.053514662133446696,0.16613257932767866,2023-12
ADANIENT,2799.75,2023-12-21,2821.95,2725.0,2023-12,2750.0,2678577,2783.85,0.005711514629020993,0.17279296261388666,2023-12
ADANIENT,2808.35,2023-12-22,2847.6,2791.4,2023-12,2815.95,1513956,2799.75,0.0030717028306098434,0.17639543407686697,2023-12
ADANIENT,2865.45,2023-12-26,2893.75,2800.1,2023-12,2817.0,2048484,2808.35,0.0203322235476347,0.20031416902293442,2023-12
ADANIENT,2843.35,2023-12-27,2894.8,2833.6,2023-12,2880.7,1698325,2865.45,-0.007712575686192364,0.191056655147136,2023-12
ADANIENT,2809.9,2023-12-28,2867.35,2800.1,2023-12,2855.0,4102912,2843.35,-0.011764292120210252,0.17704471672426458,2023-12
ADANIENT,2848.95,2023-12-29,2863.3,2802.85,2023-12,2823.9,1507086,2809.9,0.0138972917185664,0.19340245051837912,2023-12
ADANIENT,2917.2,2024-01-01,2947.0,2842.05,2024-01,2852.3,2898619,2848.95,0.02395619438740589,0.22199183160540392,2024-01
ADANIENT,2932.4,2024-01-02,2948.2,2841.0,2024-01,2922.0,2671368,2917.2,0.005210475798711187,0.2283589904702068,2024-01
ADANIENT,3003.0,2024-01-03,3199.0,2955.6,2024-01,3047.0,19725411,2932.4,0.024075842313463342,0.25793276782909236,2024-01
ADANIENT,2998.3,2024-01-04,3044.45,2990.0,2024-01,3039.4,2975620,3003.0,-0.0015651015651015046,0.2559639752853706,2024-01
ADANIENT,3006.6,2024-01-05,3066.9,2981.1,2024-01,3009.95,3219949,2998.3,0.002768235333355477,0.2594407791391773,2024-01
ADANIENT,2963.5,2024-01-08,3027.0,2952.95,2024-01,3020.0,1849061,3006.6,-0.014335129382026178,0.24138653262121723,2024-01
ADANIENT,3014.6,2024-01-09,3068.8,2980.0,2024-01,2990.7,2885706,2963.5,0.017243124683651058,0.2627919153838101,2024-01
ADANIENT,3098.2,2024-01-10,3112.0,3020.05,2024-01,3024.0,3590297,3014.6,0.027731705698931835,0.2978112891402245,2024-01
ADANIENT,3080.9,2024-01-11,3129.0,3065.0,2024-01,3120.0,2008103,3098.2,-0.005583887418500977,0.2905644570112058,2024-01
ADANIENT,3104.1,2024-01-12,3125.0,3068.2,2024-01,3096.35,1795933,3080.9,0.007530267129734759,0.30028275212064126,2024-01
ADANIENT,3089.5,2024-01-15,3130.0,3067.45,2024-01,3127.0,1407007,3104.1,-0.0047034567185335234,0.29416692847418613,2024-01
ADANIENT,3056.5,2024-01-16,3104.5,3035.0,2024-01,3095.0,2515564,3089.5,-0.010681340022657387,0.2803434914650751,2024-01
ADANIENT,2971.05,2024-01-17,3045.0,2946.3,2024-01,3033.0,2897218,3056.5,-0.02795681334860128,0.24454916745208966,2024-01
ADANIENT,2918.9,2024-01-18,2985.0,2885.1,2024-01,2975.55,2552342,2971.05,-0.01755271705289379,0.2227039480573887,2024-01
ADANIENT,2915.65,2024-01-19,2949.45,2903.05,2024-01,2945.35,2014096,2918.9,-0.0011134331426222207,0.22134254895800654,2024-01
ADANIENT,2987.9,2024-01-20,3015.85,2890.5,2024-01,2930.0,1878793,2915.65,0.024780066194502084,0.25160749816734795,2024-01
ADANIENT,2896.55,2024-01-23,3014.95,2885.5,2024-01,3014.95,1827002,2987.9,-0.03057331235985137,0.21334171117394551,2024-01
ADANIENT,2903.45,2024-01-24,2929.1,2871.25,2024-01,2901.0,5807940,2896.55,0.0023821442750857525,0.21623206618494129,2024-01
ADANIENT,2893.6,2024-01-25,2926.35,2804.4,2024-01,2903.45,2601969,2903.45,-0.003392515800168734,0.212105979683737,2024-01
ADANIENT,3064.65,2024-01-29,3092.7,2923.05,2024-01,2929.0,4402976,2893.6,0.059113215371855196,0.28375746151429526,2024-01
ADANIENT,3091.1,2024-01-30,3129.9,3020.9,2024-01,3081.0,3115506,3064.65,0.008630675607328673,0.29483715572311286,2024-01
ADANIENT,3142.0,2024-01-31,3151.7,3072.4,2024-01,3092.75,2671051,3091.1,0.016466630002264594,0.3161587600795901,2024-01
ADANIENT,3153.5,2024-02-01,3236.95,3083.05,2024-02,3156.9,4686595,3142.0,0.00366008911521324,0.32097601843125,2024-02
ADANIENT,3157.45,2024-02-02,3208.5,3140.0,2024-02,3184.95,2708695,3153.5,0.0012525765022989752,0.3226306419520375,2024-02
ADANIENT,3173.45,2024-02-05,3229.4,3151.45,2024-02,3170.0,2191195,3157.45,0.0050673803227287845,0.3293329144413033,2024-02
ADANIENT,3203.75,2024-02-06,3228.2,3160.0,2024-02,3183.9,2078891,3173.45,0.009547968299484845,0.3420253429678506,2024-02
ADANIENT,3229.85,2024-02-07,3277.95,3210.0,2024-02,3220.05,2095911,3203.75,0.008146703082325372,0.35295842496596563,2024-02
ADANIENT,3168.6,2024-02-08,3245.6,3146.1,2024-02,3245.6,1679004,3229.85,-0.018963728965741444,0.32730128809299464,2024-02
ADANIENT,3215.2,2024-02-09,3224.95,3121.2,2024-02,3184.45,1572789,3168.6,0.014706810578804491,0.3468216567179814,2024-02
ADANIENT,3169.75,2024-02-12,3241.95,3160.0,2024-02,3229.0,1083138,3215.2,-0.014135979099278372,0.32778301392816056,2024-02
ADANIENT,3178.45,2024-02-13,3194.0,3092.05,2024-02,3180.0,1225207,3169.75,0.0027446959539395278,0.3314273745941987,2024-02
ADANIENT,3207.2,2024-02-14,3255.25,3169.85,2024-02,3184.0,1741264,3178.45,0.00904528937060517,0.34347052047334836,2024-02
ADANIENT,3193.8,2024-02-15,3252.75,3184.05,2024-02,3219.85,2035204,3207.2,-0.004178099276627475,0.3378573672635883,2024-02
ADANIENT,3223.6,2024-02-16,3252.3,3192.65,2024-02,3214.0,2193673,3193.8,0.009330577994864964,0.35034034977484585,2024-02
ADANIENT,3258.8,2024-02-19,3308.6,3235.8,2024-02,3240.0,1779444,3223.6,0.010919468916739134,0.36508534925123093,2024-02
ADANIENT,3228.6,2024-02-20,3269.8,3210.15,2024-02,3267.0,1467630,3258.8,-0.00926721492573962,0.35243480992774145,2024-02
ADANIENT,3223.2,2024-02-21,3300.0,3205.0,2024-02,3238.0,1657021,3228.6,-0.0016725515703401137,0.35017279296261417,2024-02
ADANIENT,3263.05,2024-02-22,3274.0,3210.5,2024-02,3239.0,1138722,3223.2,0.012363489699677453,0.36686564038119207,2024-02
ADANIENT,3273.3,2024-02-23,3319.95,3225.1,2024-02,3263.05,1975035,3263.05,0.0031412328956038063,0.37115928369462803,2024-02
ADANIENT,3327.75,2024-02-26,3344.0,3263.0,2024-02,3272.0,1695378,3273.3,0.01663458894693423,0.39396795475966084,2024-02
ADANIENT,3302.3,2024-02-27,3340.0,3273.0,2024-02,3339.0,1125570,3327.75,-0.007647810081887106,0.38330715258142245,2024-02
ADANIENT,3219.0,2024-02-28,3318.8,3207.5,2024-02,3309.2,1358879,3302.3,-0.025224843291039634,0.34841344643418193,2024-02
ADANIENT,3285.4,2024-02-29,3304.75,3205.35,2024-02,3220.05,1352988,3219.0,0.020627524075799965,0.37622787726463547,2024-02
ADANIENT,3318.75,2024-03-01,3346.0,3281.8,2024-03,3309.85,1161067,3285.4,0.010150970962439857,0.39019792648444906,2024-03
ADANIENT,3333.25,2024-03-02,3348.7,3321.5,2024-03,3332.0,119511,3318.75,0.004369114877589454,0.3962718609278464,2024-03
ADANIENT,3317.15,2024-03-04,3350.0,3310.05,2024-03,3335.0,1061244,3333.25,-0.004830120753018799,0.38952769923552255,2024-03
ADANIENT,3310.2,2024-03-05,3334.0,3295.05,2024-03,3325.3,1190416,3317.15,-0.002095172060353096,0.38661639962299743,2024-03
ADANIENT,3233.95,2024-03-06,3323.0,3183.15,2024-03,3323.0,1935203,3310.2,-0.023034861941876626,0.3546758822913396,2024-03
ADANIENT,3226.55,2024-03-07,3262.0,3220.0,2024-03,3240.0,856328,3233.95,-0.0022882233800768834,0.35157608126505435,2024-03
ADANIENT,3207.35,2024-03-11,3259.0,3200.0,2024-03,3241.2,738851,3226.55,-0.005950628380158458,0.3435333542779351,2024-03
ADANIENT,3122.5,2024-03-12,3222.7,3111.0,2024-03,3207.35,1199487,3207.35,-0.026454861490015094,0.30799036548329695,2024-03
ADANIENT,2906.2,2024-03-13,3138.05,2850.15,2024-03,3125.0,3407040,3122.5,-0.06927141713370702,0.21738401926903372,2024-03
ADANIENT,3087.45,2024-03-14,3101.2,2880.0,2024-03,2927.45,3759100,2906.2,0.06236666437272039,0.2933081998114988,2024-03
ADANIENT,3132.2,2024-03-15,3143.4,3061.25,2024-03,3111.0,2199094,3087.45,0.01449416184877488,0.3120536181799143,2024-03
ADANIENT,3111.75,2024-03-18,3124.0,2976.05,2024-03,3050.1,3042515,3132.2,-0.006528957282421244,0.3034872761545715,2024-03
ADANIENT,3052.7,2024-03-19,3164.8,3041.85,2024-03,3126.0,1460452,3111.75,-0.01897646019121079,0.27875170174887454,2024-03
ADANIENT,3051.45,2024-03-20,3083.2,3021.1,2024-03,3075.0,966481,3052.7,-0.0004094735807645691,0.2782280867106506,2024-03
ADANIENT,3066.5,2024-03-21,3107.1,3059.6,2024-03,3089.55,1175751,3051.45,0.004932081469465396,0.2845324117708663,2024-03
ADANIENT,3107.7,2024-03-22,3128.95,3048.05,2024-03,3066.55,951557,3066.5,0.013435512799608616,0.301790763430726,2024-03
ADANIENT,3109.95,2024-03-26,3171.95,3089.1,2024-03,3100.5,937103,3107.7,0.0007240081088908196,0.3027332704995289,2024-03
ADANIENT,3122.1,2024-03-27,3138.45,3106.25,2024-03,3115.0,900231,3109.95,0.00390681522210971,0.30782280867106526,2024-03
ADANIENT,3197.1,2024-03-28,3237.0,3096.75,2024-03,3134.0,2327053,3122.1,0.024022292687614105,0.3392397109644991,2024-03
ADANIENT,3252.1,2024-04-01,3291.8,3207.85,2024-04,3230.2,1292646,3197.1,0.017203090300584905,0.36227877264635056,2024-04
ADANIENT,3268.75,2024-04-02,3285.0,3240.0,2024-04,3258.95,868829,3252.1,0.005119768764798158,0.3692533249554928,2024-04
ADANIENT,3233.45,2024-04-03,3260.15,3222.0,2024-04,3250.0,1153109,3268.75,-0.010799235181644416,0.3544664362760499,2024-04
ADANIENT,3210.8,2024-04-04,3273.0,3201.7,2024-04,3250.0,1403826,3233.45,-0.007004901884983419,0.3449785317834331,2024-04
ADANIENT,3224.8,2024-04-05,3234.0,3178.95,2024-04,3211.1,755607,3210.8,0.004360284041360408,0.3508430202115407,2024-04
ADANIENT,3224.55,2024-04-08,3243.5,3197.2,2024-04,3240.95,577440,3224.8,-7.75241875465145e-05,0.35073829720389593,2024-04
ADANIENT,3198.45,2024-04-09,3251.0,3185.0,2024-04,3240.7,833679,3224.55,-0.008094152672466038,0.3398052152057809,2024-04
ADANIENT,3242.0,2024-04-10,3254.6,3192.5,2024-04,3200.0,1441138,3198.45,0.013615970235582918,0.35804796313750153,2024-04
ADANIENT,3209.9,2024-04-12,3247.5,3205.3,2024-04,3210.0,705173,3242.0,-0.009901295496607005,0.3446015289559119,2024-04
ADANIENT,3147.45,2024-04-15,3180.3,3103.2,2024-04,3150.0,1035378,3209.9,-0.019455434748746153,0.31844172164624585,2024-04
ADANIENT,3106.4,2024-04-16,3149.2,3100.0,2024-04,3101.0,1134184,3147.45,-0.013042304087435775,0.3012462037909731,2024-04
ADANIENT,3019.3,2024-04-18,3145.0,3008.3,2024-04,3125.15,1703646,3106.4,-0.028038887458150884,0.26476070792753204,2024-04
ADANIENT,3026.95,2024-04-19,3057.05,2962.5,2024-04,3000.0,1727317,3019.3,0.0025336998642068146,0.26796523196146205,2024-04
ADANIENT,3063.35,2024-04-22,3077.5,3025.0,2024-04,3053.0,993929,3026.95,0.012025306001090237,0.28321290187454196,2024-04
ADANIENT,3065.1,2024-04-23,3091.0,3043.1,2024-04,3059.0,1654272,3063.35,0.0005712700148530204,0.2839459629280554,2024-04
ADANIENT,3043.55,2024-04-24,3087.85,3040.0,2024-04,3071.95,605917,3065.1,-0.007030765717268516,0.2749188396690756,2024-04
ADANIENT,3115.25,2024-04-25,3120.9,3025.65,2024-04,3050.0,1515529,3043.55,0.023558016132476815,0.3049533982615984,2024-04
ADANIENT,3080.4,2024-04-26,3129.9,3066.05,2024-04,3119.9,662764,3115.25,-0.011186903137789875,0.2903550109959161,2024-04
ADANIENT,3081.2,2024-04-29,3110.5,3051.5,2024-04,3110.0,648544,3080.4,0.00025970653161918163,0.29069012462037924,2024-04
ADANIENT,3054.7,2024-04-30,3108.45,3045.0,2024-04,3094.0,804552,3081.2,-0.008600545242113462,0.2795894858100325,2024-04
ADANIENT,3039.6,2024-05-02,3119.85,3015.05,2024-05,3071.95,2219085,3054.7,-0.00494320227845612,0.2732642161482879,2024-05
ADANIENT,2993.25,2024-05-03,3045.0,2975.1,2024-05,3030.0,1472168,3039.6,-0.015248716936438976,0.2538485705309459,2024-05
ADANIENT,2874.65,2024-05-06,3000.2,2850.0,2024-05,2993.25,2377944,2993.25,-0.03962248392215816,0.20416797570426248,2024-05
ADANIENT,2835.95,2024-05-07,2905.35,2822.0,2024-05,2889.95,1262311,2874.65,-0.013462508479293226,0.1879568541208505,2024-05
ADANIENT,2860.55,2024-05-08,2890.9,2820.0,2024-05,2850.0,951411,2835.95,0.008674341931275363,0.19826159807309707,2024-05
ADANIENT,2766.65,2024-05-09,2883.65,2756.0,2024-05,2864.8,1485510,2860.55,-0.03282585516771253,0.1589276364017178,2024-05
ADANIENT,2797.25,2024-05-10,2809.0,2760.45,2024-05,2794.95,2354794,2766.65,0.011060307592214378,0.17174573253743897,2024-05
ADANIENT,2879.6,2024-05-13,2890.0,2790.5,2024-05,2803.0,3784373,2797.25,0.029439628206273986,0.20624149125562918,2024-05
ADANIENT,3037.55,2024-05-14,3046.0,2874.55,2024-05,2894.95,5725807,2879.6,0.05485136824558976,0.272405487485601,2024-05
ADANIENT,3049.75,2024-05-15,3118.85,3037.6,2024-05,3046.75,1688836,3037.55,0.004016394791855218,0.27751597025866626,2024-05
ADANIENT,3041.65,2024-05-16,3076.95,2974.95,2024-05,3065.0,1835312,3049.75,-0.0026559554061808045,0.27412294481097543,2024-05
ADANIENT,3060.5,2024-05-17,3091.0,3015.5,2024-05,3041.05,825436,3041.65,0.006197294231749185,0.2820190595873917,2024-05
ADANIENT,3059.75,2024-05-18,3074.0,3055.0,2024-05,3074.0,74336,3060.5,-0.000245057997059304,0.28170489056445724,2024-05
ADANIENT,3117.5,2024-05-21,3175.0,3034.5,2024-05,3067.9,3091659,3059.75,0.018874091020508212,0.30589590533040134,2024-05
ADANIENT,3140.95,2024-05-22,3145.0,3073.5,2024-05,3129.95,3371077,3117.5,0.007522052927024801,0.31571892344748154,2024-05
ADANIENT,3387.3,2024-05-23,3406.0,3135.55,2024-05,3156.7,6979082,3140.95,0.07843168468138632,0.4189129751806475,2024-05
ADANIENT,3384.95,2024-05-24,3457.85,3355.6,2024-05,3406.0,3473668,3387.3,-0.000693767897735767,0.4179285789087863,2024-05
ADANIENT,3289.05,2024-05-27,3358.0,3267.05,2024-05,3358.0,2582485,3384.95,-0.028331289974741027,0.3777568331762491,2024-05
ADANIENT,3244.05,2024-05-28,3329.5,3229.05,2024-05,3309.65,1621168,3289.05,-0.013681762210972772,0.35890669180018886,2024-05
ADANIENT,3258.8,2024-05-29,3322.9,3212.0,2024-05,3250.0,1910729,3244.05,0.0045467856537353,0.36508534925123093,2024-05
ADANIENT,3194.25,2024-05-30,3274.3,3174.5,2024-05,3254.0,1990208,3258.8,-0.019807904750214857,0.33804586867734865,2024-05
ADANIENT,3411.35,2024-05-31,3434.45,3225.25,2024-05,3225.25,6384589,3194.25,0.06796587618376768,0.428987328516075,2024-05
ADANIENT,3645.25,2024-06-03,3743.9,3586.05,2024-06,3725.0,8511359,3411.35,0.06856523077374063,0.5269661744685308,2024-06
ADANIENT,2941.25,2024-06-04,3520.0,2733.95,2024-06,3520.0,20306909,3645.25,-0.1931280433440779,0.23206618494083164,2024-06
ADANIENT,3115.35,2024-06-05,3150.0,2750.0,2024-06,3030.0,8778345,2941.25,0.05919252018699529,0.3049952874646562,2024-06
ADANIENT,3185.65,2024-06-06,3222.4,3137.15,2024-06,3184.0,5873271,3115.35,0.0225656828285747,0.33444339721436833,2024-06
ADANIENT,3219.55,2024-06-07,3233.75,3151.6,2024-06,3170.4,4740455,3185.65,0.010641470343571983,0.34864383705100055,2024-06
ADANIENT,3220.1,2024-06-10,3284.4,3205.5,2024-06,3267.0,4935698,3219.55,0.00017083132735932883,0.34887422766781895,2024-06
ADANIENT,3221.25,2024-06-11,3265.0,3195.05,2024-06,3224.0,4173692,3220.1,0.0003571317660942489,0.3493559535029849,2024-06
ADANIENT,3219.05,2024-06-12,3245.0,3208.0,2024-06,3224.9,3022477,3221.25,-0.0006829646876212086,0.34843439103571083,2024-06
ADANIENT,3224.8,2024-06-13,3254.0,3207.25,2024-06,3230.0,3202978,3219.05,0.0017862412823659154,0.3508430202115407,2024-06
ADANIENT,3261.75,2024-06-14,3275.0,3221.1,2024-06,3225.0,4224855,3224.8,0.011458074919374788,0.3663210807414392,2024-06
ADANIENT,3309.05,2024-06-18,3345.0,3287.2,2024-06,3310.0,1755612,3261.75,0.014501417950486758,0.3861346737878315,2024-06
ADANIENT,3261.9,2024-06-19,3314.0,3226.3,2024-06,3314.0,1419264,3309.05,-0.014248802526404886,0.3663839145460259,2024-06
ADANIENT,3259.45,2024-06-20,3315.0,3240.0,2024-06,3263.9,1366545,3261.9,-0.0007510959870015245,0.3653576290711069,2024-06
ADANIENT,3189.3,2024-06-21,3277.1,3176.4,2024-06,3265.05,4697655,3259.45,-0.021522035926306474,0.33597235312598195,2024-06
ADANIENT,3194.6,2024-06-24,3214.8,3135.0,2024-06,3185.75,3261647,3189.3,0.0016618066660394842,0.338192480888051,2024-06
ADANIENT,3171.1,2024-06-25,3208.45,3156.35,2024-06,3204.75,1694962,3194.6,-0.007356163525950041,0.32834851816944166,2024-06
ADANIENT,3170.5,2024-06-26,3187.7,3163.9,2024-06,3169.05,2142889,3171.1,-0.00018920879190183502,0.32809718295109414,2024-06
ADANIENT,3175.15,2024-06-27,3202.25,3150.0,2024-06,3177.0,5114980,3170.5,0.0014666456394890682,0.3300450308932872,2024-06
ADANIENT,3177.15,2024-06-28,3211.95,3157.0,2024-06,3190.0,960905,3175.15,0.0006298915011889202,0.3308828149544454,2024-06
ADANIENT,3183.8,2024-07-01,3193.15,3157.55,2024-07,3179.95,832170,3177.15,0.0020930708339235134,0.3336684469577966,2024-07
ADANIENT,3153.2,2024-07-02,3207.8,3131.05,2024-07,3179.85,1490844,3183.8,-0.009611156479678485,0.32085035082207547,2024-07
ADANIENT,3190.95,2024-07-03,3194.55,3147.75,2024-07,3158.0,1152522,3153.2,0.01197196498794875,0.33666352497643737,2024-07
ADANIENT,3144.25,2024-07-04,3194.45,3138.05,2024-07,3192.0,1055391,3190.95,-0.01463514000532751,0.3171012671483926,2024-07
ADANIENT,3147.9,2024-07-05,3158.55,3123.95,2024-07,3143.9,663988,3144.25,0.0011608491691182607,0.3186302230600062,2024-07
ADANIENT,3113.6,2024-07-08,3158.2,3075.0,2024-07,3147.9,1155112,3147.9,-0.010896152990882868,0.3042622264111423,2024-07
ADANIENT,3110.75,2024-07-09,3158.0,3100.5,2024-07,3115.95,922403,3113.6,-0.0009153391572456029,0.30306838412399184,2024-07
ADANIENT,3096.0,2024-07-10,3127.25,3063.4,2024-07,3120.1,586710,3110.75,-0.004741621795386964,0.29688972667294977,2024-07
ADANIENT,3078.3,2024-07-11,3129.8,3074.1,2024-07,3118.7,899781,3096.0,-0.005717054263565832,0.2894753377316994,2024-07
ADANIENT,3065.45,2024-07-12,3098.8,3058.35,2024-07,3090.0,756036,3078.3,-0.004174381964071196,0.28409257513875774,2024-07
ADANIENT,3090.4,2024-07-15,3103.5,3058.35,2024-07,3066.1,724174,3065.45,0.008139098664144017,0.29454393130170686,2024-07
